cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,Gill-Color
x,y,y,f,,f,c,b,g,e,b,k,k,p,p,p,w,8,l,h,v,d,p,g
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,8,l,h,y,p,p,h
f,s,e,t,,f,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w,e,w
f,f,y,f,,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,p,h
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,8,l,h,y,p,p,h
f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,8,p,h,s,g,p,p
f,f,y,f,f,,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p,h
x,f,y,f,,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,p,p
x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,8,p,h,v,u,p,h
f,y,g,f,f,,c,b,p,e,b,k,k,p,p,p,w,8,l,h,y,g,p,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,8,l,h,v,g,p,h
x,s,w,f,,,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p,n
f,y,G,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p,p
,y,e,t,,f,c,b,u,t,b,s,s,p,w,p,w,8,p,n,y,d,e,u
x,f,Y,f,,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,p,g
,y,Y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p,p
k,s,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,8,e,w,c,w,e,e
f,f,y,f,,,c,b,h,e,b,k,k,b,p,p,w,8,l,h,v,g,p,h
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p,g
x,y,y,f,,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,p,g
x,f,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e,w
x,y,e,t,,f,c,b,e,e,,s,s,e,e,p,w,t,e,w,c,w,e,e
,y,g,f,,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,p,g
x,f,y,f,,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p,g
f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,p,h
x,y,y,f,f,,c,b,g,e,b,k,k,p,b,p,w,8,l,h,y,g,p,g
f,y,g,f,f,,c,b,p,e,b,k,k,b,n,p,w,8,l,h,v,p,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,8,l,h,v,g,p,p
,y,n,f,s,,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,p,p,b
,s,b,t,n,f,c,b,w,e,,s,s,e,w,p,w,8,e,w,c,w,e,w
,f,y,f,f,,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p,g
x,f,G,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p,g
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p,h
,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p,g
,y,y,f,f,,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p,h
k,s,p,t,n,,c,b,w,e,,s,s,e,e,p,w,8,e,w,c,w,e,w
f,y,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,8,e,w,v,d,p,w
,y,g,f,,f,c,b,g,e,b,k,k,n,n,p,w,8,l,h,y,d,p,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p,h
,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p,h
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p,w
f,s,B,t,n,f,c,b,w,e,,s,s,w,w,p,w,8,e,w,c,w,e,w
,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,8,p,h,s,u,p,w
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p,g
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p,g
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p,h
f,y,y,f,,f,c,b,g,e,b,k,k,n,b,p,w,8,l,h,y,g,p,g
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
x,s,b,t,,f,c,b,h,t,b,s,s,w,w,p,w,8,p,h,v,u,p,h
f,f,g,f,,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p,g
x,y,G,f,,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p,h
f,f,y,f,,,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p,p
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p,h
f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,p,p
f,s,B,t,n,f,c,b,w,e,,s,s,w,e,p,w,8,e,w,c,w,e,w
x,s,p,t,n,f,c,b,w,e,,s,s,e,e,p,w,t,e,w,c,w,e,w
k,s,n,t,n,,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,w,e,e
f,y,p,t,,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,p,g
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p,p
x,y,y,f,,,c,b,h,e,b,k,k,b,b,p,w,8,l,h,v,p,p,h
f,f,G,f,f,f,c,b,g,e,b,k,k,b,p,p,w,8,l,h,v,g,p,g
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
x,f,y,f,,f,c,b,p,e,b,k,k,b,n,p,w,8,l,h,y,p,p,p
,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,8,l,h,v,d,p,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p,h
,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,8,l,h,v,d,p,h
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,8,l,h,v,g,p,p
f,y,Y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,8,l,h,y,g,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,8,l,h,v,d,p,p
x,y,y,f,,,c,b,h,e,b,k,k,b,n,p,w,8,l,h,y,p,p,h
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p,g
f,f,g,f,f,,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p,g
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p,g
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p,g
f,y,u,f,,f,c,n,w,e,,s,f,w,w,p,w,o,f,h,y,d,e,w
f,f,g,f,,f,c,b,g,e,b,k,k,b,b,p,w,8,l,h,v,g,p,g
x,y,n,f,,f,c,n,b,t,,s,s,w,p,p,w,8,e,w,v,l,p,b
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p,p
x,y,y,f,,f,c,b,p,e,b,k,k,n,n,p,w,8,l,h,y,p,p,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,8,l,h,v,g,p,h
,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,8,l,h,v,d,p,g
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,8,l,h,y,d,p,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,p,h
f,s,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,8,e,w,c,w,e,e
,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,p,h
f,y,y,f,f,,c,b,h,e,b,k,k,n,p,p,w,8,l,h,v,d,p,h
x,s,n,t,n,f,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w,e,w
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,8,l,h,y,p,p,g
x,y,g,f,,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p,g
x,y,n,f,f,,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,p,p,b
,f,y,f,f,,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p,g
x,y,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,8,e,w,v,d,p,w
b,s,B,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p,w
f,f,y,f,,,c,b,p,e,b,k,k,n,b,p,w,8,l,h,v,d,p,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,8,l,h,y,d,p,h
,y,u,f,n,f,c,n,u,e,,s,f,w,w,p,w,8,f,h,y,d,e,u
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p,g
f,y,Y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p,g
f,f,y,f,,f,c,b,h,e,b,k,k,n,p,p,w,8,l,h,y,g,p,h
x,y,y,f,,,c,b,h,e,b,k,k,b,p,p,w,8,l,h,y,d,p,h
x,y,e,t,n,f,c,b,w,e,,s,s,e,w,p,w,8,e,w,c,w,e,w
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,8,l,h,v,g,p,g
x,y,y,f,,f,c,b,g,e,b,k,k,b,n,p,w,8,l,h,v,g,p,g
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,8,l,h,v,p,p,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p,g
,s,b,t,n,f,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w,e,w
f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,p,p
x,f,y,f,f,,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p,h
f,f,y,f,,f,c,b,p,e,b,k,k,n,p,p,w,8,l,h,v,p,p,p
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,p,h
x,s,g,f,c,,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p,p
f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p,g
f,y,u,f,n,f,c,n,p,e,,s,f,w,w,p,w,o,f,h,v,d,e,p
x,f,Y,f,,,c,b,g,e,b,k,k,p,p,p,w,8,l,h,y,d,p,g
f,y,g,f,,,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p,g
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,p,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,8,l,h,v,p,p,h
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,p,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,p,g
,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,8,l,h,y,p,p,h
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,8,l,h,y,d,p,g
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,8,l,h,v,d,p,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,8,l,h,v,g,p,g
x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,8,l,h,y,d,p,h
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,8,l,h,y,g,p,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p,g
f,f,g,f,,f,c,b,h,e,b,k,k,n,n,p,w,8,l,h,v,g,p,h
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,p,p
,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p,h
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p,g
x,y,n,f,s,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,l,p,b
x,f,y,f,,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p,h
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,8,l,h,v,p,p,g
f,s,b,t,f,,c,b,w,t,b,f,s,w,w,p,w,8,p,h,v,g,p,w
f,f,g,f,f,,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p,h
,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,8,l,h,y,p,p,h
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,8,l,h,y,p,p,h
f,f,g,f,,f,c,b,p,e,b,k,k,b,n,p,w,8,l,h,v,d,p,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p,g
x,y,G,f,f,f,c,b,p,e,b,k,k,b,b,p,w,8,l,h,v,d,p,p
x,y,e,f,,,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,l,p,b
k,y,b,t,n,f,c,b,e,e,,s,s,e,w,p,w,t,e,w,c,w,e,e
f,y,b,t,,f,c,b,w,e,,s,s,e,w,p,w,8,e,w,c,w,e,w
x,y,g,f,f,,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,8,l,h,y,p,p,g
x,y,g,f,,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p,h
f,y,g,f,,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p,g
x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,8,p,h,s,u,p,w
f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,8,l,h,v,p,p,h
x,s,W,t,,,c,b,p,t,b,f,f,w,w,p,w,8,p,h,s,u,p,p
x,f,y,f,,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p,p
,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p,p
x,s,W,t,f,,c,b,p,t,b,s,f,w,w,p,w,8,p,h,s,u,p,p
f,s,b,t,f,,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g,p,p
x,s,W,t,,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,p,h
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,8,l,h,y,d,p,p
f,y,g,f,,f,c,b,g,e,b,k,k,p,b,p,w,8,l,h,y,p,p,g
x,f,Y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,8,l,h,v,g,p,h
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,8,l,h,v,p,p,h
x,y,w,f,n,f,c,n,u,e,,s,f,w,w,p,w,o,f,h,y,d,e,u
x,s,e,t,n,f,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,w,e,e
,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p,p
f,f,g,f,,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p,h
x,y,n,f,y,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,l,p,b
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p,h
,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,p,h
,f,y,f,,f,c,b,h,e,b,k,k,b,n,p,w,8,l,h,v,p,p,h
f,f,y,f,,,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p,h
,f,e,t,n,,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e,n
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,8,l,h,y,g,p,p
f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p,g
f,f,g,f,,f,c,b,g,e,b,k,k,b,p,p,w,8,l,h,v,p,p,g
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,8,l,h,y,g,p,h
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,8,l,h,y,p,p,g
k,f,y,f,n,f,c,n,w,e,,k,y,w,n,p,w,o,e,w,v,d,p,w
,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p,h
k,f,c,f,,,w,n,w,e,b,f,s,w,n,p,w,8,e,w,v,l,e,w
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p,h
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,8,l,h,y,p,p,h
x,y,g,f,,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p,g
,y,g,f,f,,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p,p
f,f,y,f,f,,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p,h
f,y,y,f,,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p,h
x,f,Y,f,f,,c,b,p,e,b,k,k,n,n,p,w,8,l,h,y,d,p,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,8,l,h,v,p,p,p
,y,y,f,f,,c,b,g,e,b,k,k,n,b,p,w,8,l,h,y,d,p,g
,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,8,p,r,v,g,p,w
k,y,p,t,n,,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,w,e,e
x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p,g
,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,8,l,h,v,g,p,p
,y,b,t,n,f,c,b,e,e,,s,s,w,e,p,w,8,e,w,c,w,e,e
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p,p
x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,8,p,h,s,u,p,p
x,y,n,f,s,f,c,n,b,t,,k,k,w,w,p,w,8,e,w,v,p,p,b
x,y,n,f,,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,d,p,b
x,y,e,f,y,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p,p,b
f,g,w,t,n,,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p,w
,s,g,t,,f,c,b,p,t,b,f,s,w,w,p,w,8,p,h,v,u,p,p
f,y,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e,w
,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,8,l,h,y,g,p,p
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,p,g
f,y,y,f,,f,c,b,p,e,b,k,k,b,p,p,w,8,l,h,y,p,p,p
f,y,p,t,n,,c,b,w,e,,s,s,w,e,p,w,t,e,w,c,w,e,w
x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,8,p,h,v,g,p,w
x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p,h
x,y,e,f,y,,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,p,p,b
k,y,C,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e,w
x,s,W,t,f,f,c,b,w,t,b,s,f,w,w,p,w,8,p,h,s,u,p,w
x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,p,h
f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p,w
f,s,b,t,,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p,p
k,y,c,f,,,w,n,w,e,b,f,s,w,n,p,w,8,e,w,v,l,e,w
x,y,g,f,f,,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p,g
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,8,p,h,v,g,p,h
f,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p,w
c,g,w,t,,f,w,n,w,e,b,s,s,w,w,p,w,8,p,w,c,l,p,w
x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,8,p,h,s,u,p,p
b,g,w,t,,,w,n,w,e,b,s,s,w,w,p,w,8,p,w,c,l,p,w
x,s,b,t,,,c,b,p,t,b,s,s,w,w,p,w,8,p,h,v,g,p,p
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,8,p,h,s,u,p,h
b,f,y,f,,f,c,n,w,e,,k,y,w,y,p,w,8,e,w,v,d,p,w
x,y,n,f,,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,d,p,b
,y,n,f,y,f,c,n,b,t,,k,s,p,p,p,w,o,e,w,v,d,p,b
k,s,n,t,n,f,c,b,w,e,,s,s,e,w,p,w,t,e,w,c,w,e,w
k,y,b,t,n,f,c,b,w,e,,s,s,e,e,p,w,8,e,w,c,w,e,w
f,s,w,t,,f,c,b,w,t,b,s,s,w,w,p,w,8,p,h,v,g,p,w
,s,b,t,n,,c,b,w,e,b,s,s,w,w,p,w,8,p,r,v,m,p,w
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,8,l,h,y,p,p,p
,y,g,f,,,c,b,p,e,b,k,k,p,n,p,w,8,l,h,y,g,p,p
f,s,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p,r
x,y,n,f,,f,c,n,b,t,,k,s,p,p,p,w,8,e,w,v,p,p,b
x,y,e,f,,,c,n,b,t,,k,k,p,p,p,w,8,e,w,v,p,p,b
f,f,G,f,,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p,p
x,s,e,t,n,f,c,b,e,e,,s,s,e,w,p,w,8,e,w,c,w,e,e
,y,n,f,f,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l,p,b
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,8,l,h,y,g,p,g
x,y,n,f,y,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d,p,b
f,f,n,f,,f,w,n,w,e,b,s,f,w,n,p,w,8,e,w,v,l,e,w
x,y,n,f,,f,c,n,b,t,,s,k,w,p,p,w,8,e,w,v,p,p,b
x,s,b,t,n,,c,b,e,e,,s,s,e,e,p,w,t,e,w,c,w,e,e
f,y,n,t,n,,c,b,w,e,,s,s,w,e,p,w,8,e,w,c,w,e,w
,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,8,l,h,y,p,p,g
,y,b,t,n,,c,b,r,e,b,s,s,w,w,p,w,8,p,r,v,m,p,r
x,y,n,f,n,,c,n,w,e,,k,y,w,y,p,w,o,e,w,v,d,p,w
x,y,n,f,y,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,l,p,b
x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,8,p,h,s,g,p,w
x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p,h
f,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,p,h
f,s,g,t,f,,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,p,w
x,y,n,f,f,f,c,n,b,t,,s,k,w,w,p,w,8,e,w,v,l,p,b
x,s,b,t,f,,c,b,p,t,b,f,s,w,w,p,w,8,p,h,v,g,p,p
f,f,n,f,n,,c,n,w,e,,k,y,w,y,p,w,8,e,w,v,d,p,w
x,y,e,t,,f,c,b,w,e,,s,s,w,w,p,w,t,e,w,c,w,e,w
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,8,p,h,s,g,p,w
f,s,w,t,,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p,p
k,y,e,t,n,f,c,b,w,e,,s,s,e,e,p,w,8,e,w,c,w,e,w
x,f,y,f,,f,c,b,p,e,b,k,k,n,p,p,w,8,l,h,y,p,p,p
,f,n,f,n,f,c,n,w,e,,k,y,w,n,p,w,8,e,w,v,d,p,w
x,y,n,t,n,,c,b,e,e,,s,s,e,w,p,w,8,e,w,c,w,e,e
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p,p
f,s,b,t,f,,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p,h
f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,8,p,h,s,g,p,h
f,y,Y,f,,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p,h
f,y,y,f,f,,c,b,h,e,b,k,k,p,b,p,w,8,l,h,v,d,p,h
x,s,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,8,e,w,c,w,e,w
f,s,p,t,n,f,c,b,e,e,,s,s,e,e,p,w,t,e,w,c,w,e,e
b,y,w,t,,f,c,b,r,e,b,s,s,w,w,p,w,8,p,r,v,g,p,r
x,y,c,f,n,,w,n,w,e,b,f,f,w,n,p,w,8,e,w,v,l,e,w
f,s,n,t,,f,c,b,w,e,,s,s,e,w,p,w,t,e,w,c,w,e,w
x,s,b,t,,f,c,b,h,t,b,f,s,w,w,p,w,8,p,h,v,u,p,h
,s,g,t,,f,c,b,w,t,b,f,s,w,w,p,w,8,p,h,v,g,p,w
f,y,y,f,f,,c,b,g,e,b,k,k,b,p,p,w,8,l,h,y,d,p,g
x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,8,p,h,v,u,p,w
x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,8,p,h,s,g,p,p
f,y,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e,w
x,y,e,f,y,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d,p,b
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,8,l,h,y,d,p,h
,y,w,f,n,f,c,n,h,e,,s,f,w,w,p,w,8,f,h,v,d,e,h
x,y,y,f,,,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p,p
f,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p,w
f,s,G,t,,f,c,b,h,t,b,f,s,w,w,p,w,8,p,h,v,u,p,h
,y,n,f,,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,d,p,b
k,s,p,t,,f,c,b,w,e,,s,s,e,w,p,w,t,e,w,c,w,e,w
x,y,n,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,l,p,b
,y,g,f,,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p,g
f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p,h
k,y,p,t,n,f,c,b,e,e,,s,s,w,e,p,w,8,e,w,c,w,e,e
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p,h
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,8,l,h,v,g,p,g
f,f,G,f,,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p,g
x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,8,p,h,s,g,p,p
